id,external_id,uId,questionId,program,domain,domain_desc,skill_cd,skill_desc,difficulty,type,stimulus,stem,answer,correct_letters,choices_text,rationale
f0db62a7-74c8-4e51-91dd-8c8b80649a49,f0db62a7-74c8-4e51-91dd-8c8b80649a49,97fe0864-941b-42ec-854a-281701c0b8c5,ece00725,SAT,H,Algebra,H.D.,Systems of two linear equations in two variables,E,mcq,,"Connor has c dollars and Maria has m dollars. Connor has 4 times as many dollars as Maria, and together they have a total of dollar sign 25.00 . Which system of equations represents this situation?",,A,A. c equals 4 m c plus m equals 25 | B. m equals 4 c c plus m equals 25 | C. c equals 25 m c plus m equals 4 | D. m equals 25 c c plus m equals 4,"Choice A is correct. It’s given that Connor has c dollars, Maria has m dollars, and Connor has 4 times as many dollars as Maria. This can be represented by the equation c equals 4 m . It’s also given that together, Connor and Maria have a total of dollar sign 25.00 , which can be represented by the equation c plus m equals 25 . Therefore, the system consisting of the equations c equals 4 m and c plus m equals 25 represents this situation. Choice B is incorrect. The equation m equals 4 c represents a situation where Maria has 4 times as many dollars as Connor, rather than the situation where Connor has 4 times as many dollars as Maria. Choice C is incorrect. The equation c equals 25 m represents a situation where Connor has 25 times, rather than 4 times, as many dollars as Maria. The equation c plus m equals 4 represents a situation where Connor and Maria together have a total of dollar sign 4.00 , rather than dollar sign 25.00 . Choice D is incorrect. The equation m equals 25 c represents a situation where Maria has 25 times as many dollars as Connor, rather than the situation where Connor has 4 times as many dollars as Maria. The equation c plus m equals 4 represents a situation where Connor and Maria together have a total of dollar sign 4.00 , rather than dollar sign 25.00 ."
acd27116-7079-469e-b599-5c238ac3e563,acd27116-7079-469e-b599-5c238ac3e563,98d97d6b-1089-46c9-928d-be179d749424,c01f4a95,SAT,H,Algebra,H.B.,Linear functions,M,spr,,"j left parenthesis x right parenthesis equals m x plus 144 For the linear function j , m is a constant and j left parenthesis 12 right parenthesis equals 18 . What is the value of j left parenthesis 10 right parenthesis ?",39,,,"The correct answer is 39 . It’s given that for the linear function j , m is a constant and j left parenthesis 12 right parenthesis equals 18 . Substituting 12 for x and 18 for j left parenthesis x right parenthesis in the given equation yields 18 equals m left parenthesis 12 right parenthesis plus 144 . Subtracting 144 from both sides of this equation yields negative 126 equals m left parenthesis 12 right parenthesis . Dividing both sides of this equation by 12 yields negative 10.5 equals m . Substituting negative 10.5 for m in the given equation, j left parenthesis x right parenthesis equals m x plus 144 , yields j left parenthesis x right parenthesis equals minus 10.5 x plus 144 . Substituting 10 for x in this equation yields j left parenthesis 10 right parenthesis equals left parenthesis negative 10.5 right parenthesis left parenthesis 10 right parenthesis plus 144 , or j left parenthesis 10 right parenthesis equals 39 . Therefore, the value of j left parenthesis 10 right parenthesis is 39 ."
cb01072a-91f8-4bc2-b74f-51d996629f69,cb01072a-91f8-4bc2-b74f-51d996629f69,99265cf5-cdd5-4d58-9cc2-e28da798ddab,2e8cc1c0,SAT,H,Algebra,H.A.,Linear equations in one variable,E,mcq,,"If 4 x equals 3 , what is the value of 24 x ?",,C,A. nine halves | B. 6 | C. 18 | D. 72,"Choice C is correct. It’s given that 4 x equals 3 . Multiplying each side of this equation by 6 yields 24 x equals 18 . Therefore, the value of 24 x is 18 . Choice A is incorrect. This is the value of 6 x , not 24 x . Choice B is incorrect. This is the value of 8 x , not 24 x . Choice D is incorrect. This is the value of 96 x , not 24 x ."
034cf40e-98a7-4817-a3d0-a76cae0faf07,034cf40e-98a7-4817-a3d0-a76cae0faf07,99efcc0d-cdbf-40a0-98a5-3fd59237b682,bd45df49,SAT,H,Algebra,H.D.,Systems of two linear equations in two variables,M,mcq,,y equals 3 x plus 9 3 y equals 8 x minus 6 The solution to the given system of equations is left parenthesis x comma y right parenthesis . What is the value of x minus y ?,,D,A. negative 123 | B. negative 33 | C. 3 | D. 57,"Choice D is correct. The first equation in the given system of equations defines y as 3 x plus 9 . Substituting 3 x plus 9 for y in the second equation in the given system of equations yields 3 left parenthesis 3 x plus 9 right parenthesis equals 8 x minus 6 . Applying the distributive property on the left-hand side of this equation yields 9 x plus 27 equals 8 x minus 6 . Subtracting 8 x from both sides of this equation yields x plus 27 equals negative 6 . Subtracting 27 from both sides of this equation yields x equals negative 33 . Substituting negative 33 for x in the first equation of the given system of equations yields y equals 3 left parenthesis negative 33 right parenthesis plus 9 , or y equals negative 90 . Substituting negative 33 for x and negative 90 for y into the expression x minus y yields negative 33 minus left parenthesis negative 90 right parenthesis , or 57 . Choice A is incorrect. This is the value of x plus y , not x minus y . Choice B is incorrect. This is the value of x , not x minus y . Choice C is incorrect and may result from conceptual or calculation errors."
5c630c81-9ef1-4180-821f-1dd4851610cf,5c630c81-9ef1-4180-821f-1dd4851610cf,9a6e8faf-15b0-4fc1-8ba6-ccca78c17a51,4b0c156b,SAT,H,Algebra,H.B.,Linear functions,M,mcq,,"In the linear function h , h left parenthesis 28 right parenthesis equals 15 and h left parenthesis 26 right parenthesis equals 22 . Which equation defines h ?",,D,A. h left parenthesis x right parenthesis equals negative two sevenths x plus 23 | B. h left parenthesis x right parenthesis equals negative two sevenths x plus 113 | C. h left parenthesis x right parenthesis equals negative seven halves x plus 23 | D. h left parenthesis x right parenthesis equals negative seven halves x plus 113,"Choice D is correct. An equation defining h can be written in the form y equals m x plus b , where y equals h left parenthesis x right parenthesis , m represents the slope of the graph of y equals h left parenthesis x right parenthesis in the xy -plane, and b represents the y -coordinate of the y -intercept of the graph. It’s given that h left parenthesis 28 right parenthesis equals 15 and h left parenthesis 26 right parenthesis equals 22 . It follows that the points left parenthesis 28 comma 15 right parenthesis and left parenthesis 26 comma 22 right parenthesis are on the graph of y equals h left parenthesis x right parenthesis in the xy -plane. The slope can be found by using any two points, left parenthesis x 1 comma y 1 right parenthesis and left parenthesis x 2 comma y 2 right parenthesis , and the formula m equals StartFraction y 2 minus y 1 Over x 2 minus x 1 EndFraction . Substituting left parenthesis 28 comma 15 right parenthesis and left parenthesis 26 comma 22 right parenthesis for left parenthesis x 1 comma y 1 right parenthesis and left parenthesis x 2 comma y 2 right parenthesis , respectively, in the slope formula yields m equals StartFraction 22 minus 15 Over 26 minus 28 EndFraction , or m equals negative seven halves . Substituting negative seven halves for m and left parenthesis 28 comma 15 right parenthesis for left parenthesis x comma y right parenthesis in the equation y equals m x plus b yields 15 equals left parenthesis negative seven halves right parenthesis left parenthesis 28 right parenthesis plus b , or 15 equals negative 98 plus b . Adding 98 to both sides of this equation yields 113 equals b . Substituting negative seven halves for m and 113 for b in the equation y equals m x plus b yields y equals minus seven halves x plus 113 . Since y equals h left parenthesis x right parenthesis , it follows that the equation that defines h is h left parenthesis x right parenthesis equals minus seven halves x plus 113 . Choice A is incorrect. For this function, h left parenthesis 26 right parenthesis equals StartFraction 109 Over 7 EndFraction , not h left parenthesis 26 right parenthesis equals 22 . Choice B is incorrect. For this function, h left parenthesis 28 right parenthesis equals 105 , not h left parenthesis 28 right parenthesis equals 15 , and h left parenthesis 26 right parenthesis equals StartFraction 739 Over 7 EndFraction , not h left parenthesis 26 right parenthesis equals 22 . Choice C is incorrect. For this function, h left parenthesis 28 right parenthesis equals negative 75 , not h left parenthesis 28 right parenthesis equals 15 , and h left parenthesis 26 right parenthesis equals negative 68 , not h left parenthesis 26 right parenthesis equals 22 ."
ff17c197-f425-42d5-b68e-437f6191b533,ff17c197-f425-42d5-b68e-437f6191b533,9ba872bc-420a-43ef-8a50-5e7a43396084,e0177f5f,SAT,H,Algebra,H.D.,Systems of two linear equations in two variables,E,mcq,,x equals 4 y equals 5 minus x The solution to the given system of equations is left parenthesis x comma y right parenthesis . What is the value of y ?,,A,A. 1 | B. 4 | C. 5 | D. 9,"Choice A is correct. The first equation in the given system of equations is x equals 4 . Substituting 4 for x in the second equation in the given system of equations yields y equals 5 minus 4 , or y equals 1 . Choice B is incorrect. This is the value of x in the solution to the given system of equations, not the value of y . Choice C is incorrect and may result from conceptual or calculation errors. Choice D is incorrect and may result from conceptual or calculation errors."
73c4251e-9b52-43e0-b64c-eafae656c149,73c4251e-9b52-43e0-b64c-eafae656c149,9bfe2636-c62f-4cbd-aed8-8f8604201c35,79784c23,SAT,H,Algebra,H.D.,Systems of two linear equations in two variables,M,mcq,,y equals 6 x plus 3 One of the two equations in a system of linear equations is given. The system has infinitely many solutions. Which equation could be the second equation in this system?,,D,A. y equals 2 left parenthesis 6 x right parenthesis plus 3 | B. y equals 2 left parenthesis 6 x plus 3 right parenthesis | C. 2 left parenthesis y right parenthesis equals 2 left parenthesis 6 x right parenthesis plus 3 | D. 2 left parenthesis y right parenthesis equals 2 left parenthesis 6 x plus 3 right parenthesis,"Choice D is correct. It’s given that the system has infinitely many solutions. A system of two linear equations has infinitely many solutions when the two linear equations are equivalent. When one equation is a multiple of another equation, the two equations are equivalent. Multiplying each side of the given equation by 2 yields 2 left parenthesis y right parenthesis equals 2 left parenthesis 6 x plus 3 right parenthesis . Thus, 2 left parenthesis y right parenthesis equals 2 left parenthesis 6 x plus 3 right parenthesis is equivalent to the given equation and could be the second equation in the system. Choice A is incorrect. The system consisting of this equation and the given equation has one solution rather than infinitely many solutions. Choice B is incorrect. The system consisting of this equation and the given equation has one solution rather than infinitely many solutions. Choice C is incorrect. The system consisting of this equation and the given equation has no solutions rather than infinitely many solutions."
cab807ab-67ed-464f-a4b2-ece6edb417b6,cab807ab-67ed-464f-a4b2-ece6edb417b6,9d1e515c-8164-4d8c-89a7-cc9daa913c4d,c7d7980e,SAT,H,Algebra,H.A.,Linear equations in one variable,E,spr,,13 x equals 112 minus x What value of x is the solution to the given equation?,8,,,The correct answer is 8 . Adding x to both sides of the given equation yields 14 x equals 112 . Dividing both sides of this equation by 14 yields x equals 8 .
40946085-fbf1-4c4a-977f-931fd79ef80c,40946085-fbf1-4c4a-977f-931fd79ef80c,9e2c4648-810b-488b-96d6-691820ec14fe,d8539e09,SAT,H,Algebra,H.E.,Linear inequalities in one or two variables,H,mcq,,y less than 6 x plus 2 For which of the following tables are all the values of x and their corresponding values of y solutions to the given inequality?,,C,A. x y 3 20 5 32 7 44 | B. x y 3 16 5 36 7 40 | C. x y 3 16 5 28 7 40 | D. x y 3 24 5 36 7 48,"Choice C is correct. All the tables in the choices have the same three values of x , so each of the three values of x can be substituted in the given inequality to compare the corresponding values of y in each of the tables. Substituting 3 for x in the given inequality yields y less than 6 left parenthesis 3 right parenthesis plus 2 , or y less than 20 . Therefore, when x equals 3 , the corresponding value of y is less than 20 . Substituting 5 for x in the given inequality yields y less than 6 left parenthesis 5 right parenthesis plus 2 , or y less than 32 . Therefore, when x equals 5 , the corresponding value of y is less than 32 . Substituting 7 for x in the given inequality yields y less than 6 left parenthesis 7 right parenthesis plus 2 , or y less than 44 . Therefore, when x equals 7 , the corresponding value of y is less than 44 . For the table in choice C, when x equals 3 , the corresponding value of y is 16 , which is less than 20 ; when x equals 5 , the corresponding value of y is 28 , which is less than 32 ; when x equals 7 , the corresponding value of y is 40 , which is less than 44 . Therefore, the table in choice C gives values of x and their corresponding values of y that are all solutions to the given inequality. Choice A is incorrect. In the table for choice A, when x equals 3 , the corresponding value of y is 20 , which is not less than 20 ; when x equals 5 , the corresponding value of y is 32 , which is not less than 32 ; when x equals 7 , the corresponding value of y is 44 , which is not less than 44 . Choice B is incorrect. In the table for choice B, when x equals 5 , the corresponding value of y is 36 , which is not less than 32 . Choice D is incorrect. In the table for choice D, when x equals 3 , the corresponding value of y is 24 , which is not less than 20 ; when x equals 5 , the corresponding value of y is 36 , which is not less than 32 ; when x equals 7 , the corresponding value of y is 48 , which is not less than 44 ."
89816479-b500-4fe9-b80f-8f9fea007b9f,89816479-b500-4fe9-b80f-8f9fea007b9f,9e34a770-e2e1-43d3-abf5-9379de7217b7,7e1bff94,SAT,H,Algebra,H.B.,Linear functions,M,mcq,,"The table gives the number of hours, h , of labor and a plumber’s total charge f left parenthesis h right parenthesis , in dollars, for two different jobs. h f left parenthesis h right parenthesis 1 155 3 285 There is a linear relationship between h and f left parenthesis h right parenthesis . Which equation represents this relationship?",,C,A. f left parenthesis h right parenthesis equals 25 h plus 130 | B. f left parenthesis h right parenthesis equals 130 h plus 25 | C. f left parenthesis h right parenthesis equals 65 h plus 90 | D. f left parenthesis h right parenthesis equals 90 h plus 65,"Choice C is correct. It's given that there is a linear relationship between a plumber's hours of labor, h , and the plumber's total charge f left parenthesis h right parenthesis , in dollars. It follows that the relationship can be represented by an equation of the form f left parenthesis h right parenthesis equals m h plus b , where m is the rate of change of the function f and b is a constant. The rate of change of f can be calculated by dividing the difference in two values of f left parenthesis h right parenthesis by the difference in the corresponding values of h . Based on the values given in the table, the rate of change of f is StartFraction 285 minus 155 Over 3 minus 1 EndFraction , or 65 . Substituting 65 for m in the equation f left parenthesis h right parenthesis equals m h plus b yields f left parenthesis h right parenthesis equals 65 h plus b . The value of b can be found by substituting any value of h and its corresponding value of f left parenthesis h right parenthesis for h and f left parenthesis h right parenthesis , respectively, in this equation. Substituting 1 for h and 155 for f left parenthesis h right parenthesis yields 155 equals 65 left parenthesis 1 right parenthesis plus b , or 155 equals 65 plus b . Subtracting 65 from both sides of this equation yields 90 equals b . Substituting 90 for b in the equation f left parenthesis h right parenthesis equals 65 h plus b yields f left parenthesis h right parenthesis equals 65 h plus 90 . Choice A is incorrect and may result from conceptual or calculation errors. Choice B is incorrect and may result from conceptual or calculation errors. Choice D is incorrect and may result from conceptual or calculation errors."
75be103e-3a39-4793-99d5-2ecb57774a84,75be103e-3a39-4793-99d5-2ecb57774a84,9f5768ba-64ce-4a31-a5a0-92c142e140db,946ab892,SAT,H,Algebra,H.B.,Linear functions,M,mcq,,"For the linear function g , the graph of y equals g left parenthesis x right parenthesis in the xy -plane has a slope of 2 and passes through the point left parenthesis 1 comma 14 right parenthesis . Which equation defines g ?",,C,A. g left parenthesis x right parenthesis equals 2 x | B. g left parenthesis x right parenthesis equals 2 x plus 2 | C. g left parenthesis x right parenthesis equals 2 x plus 12 | D. g left parenthesis x right parenthesis equals 2 x plus 14,"Choice C is correct. An equation defining a linear function can be written in the form g left parenthesis x right parenthesis equals m x plus b , where m is the slope and left parenthesis 0 comma b right parenthesis is the y -intercept of the graph of y equals g left parenthesis x right parenthesis in the xy -plane. It’s given that the graph of y equals g left parenthesis x right parenthesis has a slope of 2 . Therefore, m equals 2 . It’s also given that the graph of y equals g left parenthesis x right parenthesis passes through the point left parenthesis 1 comma 14 right parenthesis . It follows that when x equals 1 , g left parenthesis x right parenthesis equals 14 . Substituting 1 for x , 14 for g left parenthesis x right parenthesis , and 2 for m in the equation g left parenthesis x right parenthesis equals m x plus b yields 14 equals 2 left parenthesis 1 right parenthesis plus b , or 14 equals 2 plus b . Subtracting 2 from each side of this equation yields 12 equals b . Therefore, b equals 12 . Substituting 2 for m and 12 for b in the equation g left parenthesis x right parenthesis equals m x plus b yields g left parenthesis x right parenthesis equals 2 x plus 12 . Therefore, the equation that defines g is g left parenthesis x right parenthesis equals 2 x plus 12 . Choice A is incorrect. For this function, the graph of y equals g left parenthesis x right parenthesis in the xy -plane passes through the point left parenthesis 1 comma 2 right parenthesis , not left parenthesis 1 comma 14 right parenthesis . Choice B is incorrect. For this function, the graph of y equals g left parenthesis x right parenthesis in the xy -plane passes through the point left parenthesis 1 comma 4 right parenthesis , not left parenthesis 1 comma 14 right parenthesis . Choice D is incorrect. For this function, the graph of y equals g left parenthesis x right parenthesis in the xy -plane passes through the point left parenthesis 1 comma 16 right parenthesis , not left parenthesis 1 comma 14 right parenthesis ."
ff095f0f-b8e2-470c-903c-78999ec17213,ff095f0f-b8e2-470c-903c-78999ec17213,a00d519f-cfb7-4a2a-98df-68c3bbe0a13a,a7e2859a,SAT,H,Algebra,H.B.,Linear functions,H,mcq,,"The cost of renting a large canopy tent for up to 10 days is dollar sign 430 for the first day and dollar sign 215 for each additional day. Which of the following equations gives the cost y , in dollars, of renting the tent for x days, where x is a positive integer and x less than or equals 10 ?",,A,A. y equals 215 x plus 215 | B. y equals 430 x minus 215 | C. y equals 430 x plus 215 | D. y equals 215 x plus 430,"Choice A is correct. It’s given that the cost of renting a large canopy tent is dollar sign 430 for the first day and dollar sign 215 for each additional day for up to 10 days. For x days of renting the tent, the cost includes dollar sign 430 for the first day and dollar sign 215 for each of the left parenthesis x minus 1 right parenthesis additional days. It follows that the cost y , in dollars, of renting the tent can be expressed as y equals 430 plus 215 left parenthesis x minus 1 right parenthesis , which is equivalent to y equals 430 plus 215 x minus 215 , or y equals 215 x plus 215 . Therefore, the equation y equals 215 x plus 215 gives the cost of renting the tent for x days, where x is a positive integer and x less than or equals 10 . Choice B is incorrect. This equation represents a situation where the cost of renting the tent for the first day is dollar sign 215 , not dollar sign 430 , and the cost for each additional day is dollar sign 430 , not dollar sign 215 . Choice C is incorrect. This equation represents a situation where the cost of renting the tent for the first day is dollar sign 645 , not dollar sign 430 , and the cost for each additional day is dollar sign 430 , not dollar sign 215 . Choice D is incorrect. This equation represents a situation where the cost of renting the tent for the first day is dollar sign 645 , not dollar sign 430 ."
4b647461-1e29-465f-a480-e7b4dcecc200,4b647461-1e29-465f-a480-e7b4dcecc200,a034c170-ab56-4812-9d1c-305dbde10dcb,feb78194,SAT,H,Algebra,H.A.,Linear equations in one variable,M,spr,,"A museum rents tablets to visitors. The museum earns revenue of dollar sign 14 for each tablet rented for the day. On Wednesday, the museum earned dollar sign 406 in profit from renting tablets after paying daily expenses of dollar sign 112 . How many tablets did the museum rent on Wednesday? left parenthesis profit equals total revenue minus total expenses right parenthesis",37,,,"The correct answer is 37 . It's given that the museum earns revenue of dollar sign 14 for each tablet rented for the day. It's also given that on Wednesday, the museum earned dollar sign 406 in profit from renting tablets after paying daily expenses of dollar sign 112 . Let x represent the number of tablets the museum rented on Wednesday. It follows that the total revenue can be represented by the expression 14 x . Because profit equals total revenue minus total expenses , the equation 406 equals 14 x minus 112 represents this situation. Adding 112 to both sides of this equation yields 14 x equals 518 . Dividing both sides of this equation by 14 yields x equals 37 . Therefore, the museum rented 37 tablets on Wednesday."
9074f61c-00b0-4492-ab66-501db8f46f38,9074f61c-00b0-4492-ab66-501db8f46f38,a039e503-29ea-4704-ad3c-84c178e4b101,9f6f96ff,SAT,H,Algebra,H.D.,Systems of two linear equations in two variables,M,mcq,,"A wire with a length of 106 inches is cut into two parts. One part has a length of x inches, and the other part has a length of y inches. The value of x is 6 more than 4 times the value of y . What is the value of x ?",,D,A. 25 | B. 28 | C. 56 | D. 86,"Choice D is correct. It's given that a wire with a length of 106 inches is cut into two parts. It's also given that one part has a length of x inches and the other part has a length of y inches. This can be represented by the equation x plus y equals 106 . It's also given that the value of x is 6 more than 4 times the value of y . This can be represented by the equation x equals 4 y plus 6 . Substituting 4 y plus 6 for x in the equation x plus y equals 106 yields 4 y plus 6 plus y equals 106 , or 5 y plus 6 equals 106 . Subtracting 6 from each side of this equation yields 5 y equals 100 . Dividing each side of this equation by 5 yields y equals 20 . Substituting 20 for y in the equation x equals 4 y plus 6 yields x equals 4 left parenthesis 20 right parenthesis plus 6 , or x equals 86 . Choice A is incorrect. This value represents less than half of the total length of 106 inches; however, x represents the length of the longer part of the wire, since it's given that the value of x is 6 more than 4 times the value of y . Choice B is incorrect. This value represents less than half of the total length of 106 inches; however, x represents the length of the longer part of the wire, since it's given that the value of x is 6 more than 4 times the value of y . Choice C is incorrect. This represents a part that is 6 more than the length of the other part, rather than 6 more than 4 times the length of the other part."
f77e335f-77c7-457b-b90f-ba4526c10c28,f77e335f-77c7-457b-b90f-ba4526c10c28,a04b10a7-dd6a-455d-93a2-1cc9863ed8df,48fb34c8,SAT,H,Algebra,H.E.,Linear inequalities in one or two variables,H,mcq,,y greater than 13 x minus 18 For which of the following tables are all the values of x and their corresponding values of y solutions to the given inequality?,,D,A. x y 3 21 5 47 8 86 | B. x y 3 26 5 42 8 86 | C. x y 3 16 5 42 8 81 | D. x y 3 26 5 52 8 91,"Choice D is correct. All the tables in the choices have the same three values of x , so each of the three values of x can be substituted in the given inequality to compare the corresponding values of y in each of the tables. Substituting 3 for x in the given inequality yields y greater than 13 left parenthesis 3 right parenthesis minus 18 , or y greater than 21 . Therefore, when x equals 3 , the corresponding value of y is greater than 21 . Substituting 5 for x in the given inequality yields y greater than 13 left parenthesis 5 right parenthesis minus 18 , or y greater than 47 . Therefore, when x equals 5 , the corresponding value of y is greater than 47 . Substituting 8 for x in the given inequality yields y greater than 13 left parenthesis 8 right parenthesis minus 18 , or y greater than 86 . Therefore, when x equals 8 , the corresponding value of y is greater than 86 . For the table in choice D, when x equals 3 , the corresponding value of y is 26 , which is greater than 21 ; when x equals 5 , the corresponding value of y is 52 , which is greater than 47 ; when x equals 8 , the corresponding value of y is 91 , which is greater than 86 . Therefore, the table in choice D gives values of x and their corresponding values of y that are all solutions to the given inequality. Choice A is incorrect. In the table for choice A, when x equals 3 , the corresponding value of y is 21 , which is not greater than 21 ; when x equals 5 , the corresponding value of y is 47 , which is not greater than 47 ; when x equals 8 , the corresponding value of y is 86 , which is not greater than 86 . Choice B is incorrect. In the table for choice B, when x equals 5 , the corresponding value of y is 42 , which is not greater than 47 ; when x equals 8 , the corresponding value of y is 86 , which is not greater than 86 . Choice C is incorrect. In the table for choice C, when x equals 3 , the corresponding value of y is 16 , which is not greater than 21 ; when x equals 5 , the corresponding value of y is 42 , which is not greater than 47 ; when x equals 8 , the corresponding value of y is 81 , which is not greater than 86 ."
425d30d9-246b-4058-b45c-2e4168f92a0f,425d30d9-246b-4058-b45c-2e4168f92a0f,a065a22a-bed3-4ccf-8969-ba6f5f4ff771,f718c9cf,SAT,H,Algebra,H.D.,Systems of two linear equations in two variables,H,spr,,5 x plus 14 y equals 45 10 x plus 7 y equals 27 The solution to the given system of equations is left parenthesis x comma y right parenthesis . What is the value of x y ?,1.8,,,"The correct answer is nine fifths . Multiplying the first equation in the given system by 2 yields 10 x plus 28 y equals 90 . Subtracting the second equation in the given system, 10 x plus 7 y equals 27 , from 10 x plus 28 y equals 90 yields left parenthesis 10 x plus 28 y right parenthesis minus left parenthesis 10 x plus 7 y right parenthesis equals 90 minus 27 , which is equivalent to 10 x plus 28 y minus 10 x minus 7 y equals 63 , or 21 y equals 63 . Dividing both sides of this equation by 21 yields y equals 3 . The value of x can be found by substituting 3 for y in either of the two given equations. Substituting 3 for y in the equation 10 x plus 7 y equals 27 yields 10 x plus 7 left parenthesis 3 right parenthesis equals 27 , or 10 x plus 21 equals 27 . Subtracting 21 from both sides of this equation yields 10 x equals 6 . Dividing both sides of this equation by 10 yields x equals six tenths , or x equals three fifths . Therefore, the value of x y is left parenthesis three fifths right parenthesis left parenthesis 3 right parenthesis , or nine fifths . Note that 9/5 and 1.8 are examples of ways to enter a correct answer."
6224ef79-ede3-42e9-82fc-447127d5e27e,6224ef79-ede3-42e9-82fc-447127d5e27e,a0d227c6-d92c-4471-95c4-155c97986d40,6e50ce28,SAT,H,Algebra,H.D.,Systems of two linear equations in two variables,M,mcq,,The sum of a number x and 7 is twice as large as a number y . The number y is 3 less than the number x . Which system of equations describes this situation?,,A,A. x plus 7 equals 2 y y equals x minus 3 | B. x plus 7 equals 2 y y equals 3 minus x | C. 2 left parenthesis x plus 7 right parenthesis equals y y equals x minus 3 | D. 2 left parenthesis x plus 7 right parenthesis equals y y equals 3 minus x,"Choice A is correct. It's given that the sum of a number x and 7 is twice as large as a number y . This can be described by the equation x plus 7 equals 2 y . It’s also given that the number y is 3 less than the number x . This can be described by the equation y equals x minus 3 . Therefore, the system consisting of the equations x plus 7 equals 2 y and y equals x minus 3 describes this situation. Choice B is incorrect. The equation y equals 3 minus x describes a situation where the number y is x less than 3 . Choice C is incorrect. The equation 2 left parenthesis x plus 7 right parenthesis equals y describes a situation where the number y is twice the sum of a number x and 7 . Choice D is incorrect. The equation 2 left parenthesis x plus 7 right parenthesis equals y describes a situation where the number y is twice the sum of a number x and 7 , and the equation y equals 3 minus x describes a situation where a number y is x less than 3 ."
2764f11e-ac8f-4a9c-b6b0-db45ba9e4e48,2764f11e-ac8f-4a9c-b6b0-db45ba9e4e48,a1a1c510-76a3-44ab-b9ae-99dd07b80e21,62ef6f73,SAT,H,Algebra,H.C.,Linear equations in two variables,M,mcq,,A total of 2 squares each have side length r . A total of 6 equilateral triangles each have side length t . None of these squares and triangles shares a side. The sum of the perimeters of all these squares and triangles is 210 . Which equation represents this situation?,,C,A. 6 r plus 24 t equals 210 | B. 2 r plus 6 t equals 210 | C. 8 r plus 18 t equals 210 | D. 6 r plus 2 t equals 210,"Choice C is correct. It’s given that a total of 2 squares each have side length r . Therefore, each of the squares has perimeter 4 r . Since there are a total of 2 squares, the sum of the perimeters of these squares is 4 r plus 4 r , which is equivalent to 2 left parenthesis 4 r right parenthesis , or 8 r . It’s also given that a total of 6 equilateral triangles each have side length t . Therefore, each of the equilateral triangles has perimeter 3 t . Since there are a total of 6 equilateral triangles, the sum of the perimeters of these triangles is 3 t plus 3 t plus 3 t plus 3 t plus 3 t plus 3 t , which is equivalent to 6 left parenthesis 3 t right parenthesis , or 18 t . Since the sum of the perimeters of the squares is 8 r and the sum of the perimeters of the triangles is 18 t , the sum of the perimeters of all these squares and triangles is 8 r plus 18 t . It’s given that the sum of the perimeters of all these squares and triangles is 210 . Therefore, the equation 8 r plus 18 t equals 210 represents this situation. Choice A is incorrect and may result from conceptual or calculation errors. Choice B is incorrect and may result from conceptual or calculation errors. Choice D is incorrect and may result from conceptual or calculation errors."
02e0a325-790e-4a20-956c-c646b0e6a227,02e0a325-790e-4a20-956c-c646b0e6a227,a1e2d08e-4fc4-45ea-8bbb-a996a14a0b10,cc3e9528,SAT,H,Algebra,H.C.,Linear equations in two variables,H,spr,,The graph of 9 x minus 10 y equals 19 is translated down 4 units in the xy -plane. What is the x -coordinate of the x -intercept of the resulting graph?,59/9,,,"The correct answer is StartFraction 59 Over 9 EndFraction . When the graph of an equation in the form upper A x plus upper B y equals upper C , where upper A , upper B , and upper C are constants, is translated down k units in the xy -plane, the resulting graph can be represented by the equation upper A x plus upper B left parenthesis y plus k right parenthesis equals upper C . It’s given that the graph of 9 x minus 10 y equals 19 is translated down 4 units in the xy -plane. Therefore, the resulting graph can be represented by the equation 9 x minus 10 left parenthesis y plus 4 right parenthesis equals 19 , or 9 x minus 10 y minus 40 equals 19 . Adding 40 to both sides of this equation yields 9 x minus 10 y equals 59 . The x -coordinate of the x -intercept of the graph of an equation in the xy -plane is the value of x in the equation when y equals 0 . Substituting 0 for y in the equation 9 x minus 10 y equals 59 yields 9 x minus 10 left parenthesis 0 right parenthesis equals 59 , or 9 x equals 59 . Dividing both sides of this equation by 9 yields x equals StartFraction 59 Over 9 EndFraction . Therefore, the x -coordinate of the x -intercept of the resulting graph is StartFraction 59 Over 9 EndFraction . Note that 59/9, 6.555, and 6.556 are examples of ways to enter a correct answer."
